work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size
2023,Senior,Full-time,Data Scientist,308000,USD,308000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,144000,USD,144000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,101570,USD,101570,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,300000,USD,300000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,130000,USD,130000,United States,In-person,United States,M
2023,Senior,Full-time,Data Modeler,155000,USD,155000,United States,Remote,United States,L
2023,Senior,Full-time,Data Modeler,130000,USD,130000,United States,Remote,United States,L
2023,Senior,Full-time,Data Scientist,240000,USD,240000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,180000,USD,180000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,210000,USD,210000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,165000,USD,165000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,212800,USD,212800,United States,In-person,United States,L
2023,Senior,Full-time,Data Scientist,111600,USD,111600,United States,In-person,United States,L
2023,Senior,Full-time,Data Engineer,213600,USD,213600,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,103200,USD,103200,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,230000,USD,230000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Scientist,153000,USD,153000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Scientist,204000,USD,204000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,127500,USD,127500,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,250000,USD,250000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,125000,USD,125000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,120000,USD,120000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,88000,USD,88000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,385000,USD,385000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,310000,USD,310000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,247300,USD,247300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,139700,USD,139700,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,240000,USD,240000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,180000,USD,180000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,101570,USD,101570,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,210000,USD,210000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,165000,USD,165000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,169000,USD,169000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,91000,USD,91000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,135000,USD,135000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,110000,USD,110000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,105000,GBP,129192,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Engineer,80000,GBP,98432,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Engineer,128000,USD,128000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,81500,USD,81500,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,306000,USD,306000,United States,Remote,United States,M
2023,Senior,Full-time,Data Architect,204000,USD,204000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,185900,USD,185900,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,129300,USD,129300,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Engineer,18000,USD,18000,India,Hybrid,India,M
2023,Mid-level,Full-time,Data Analyst,300000,GBP,369120,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Analyst,50000,GBP,61520,United Kingdom,In-person,United Kingdom,M
2023,Executive,Full-time,Head of Data,270000,USD,270000,United States,Remote,United States,M
2023,Executive,Full-time,Head of Data,200000,USD,200000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,204500,USD,204500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,142200,USD,142200,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,75000,GBP,92280,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Analyst,55000,GBP,67672,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Engineer,188600,USD,188600,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,111550,USD,111550,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,247300,USD,247300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,139700,USD,139700,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,135000,USD,135000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,110000,USD,110000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,225000,USD,225000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,175000,USD,175000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,162000,USD,162000,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,175000,USD,175000,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,90000,USD,90000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,156450,USD,156450,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,119200,USD,119200,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,245000,USD,245000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,185000,USD,185000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,154800,USD,154800,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,76300,USD,76300,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,178600,USD,178600,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,88600,USD,88600,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,93919,USD,93919,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,51962,USD,51962,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,207345,USD,207345,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,180300,USD,180300,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,140000,USD,140000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,110000,USD,110000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,228045,USD,228045,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,198300,USD,198300,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,140000,USD,140000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,45000,EUR,48585,Spain,In-person,Spain,M
2023,Senior,Full-time,Data Scientist,36000,EUR,38868,Spain,In-person,Spain,M
2023,Mid-level,Full-time,Data Scientist,72360,EUR,78125,Latvia,In-person,Latvia,M
2023,Mid-level,Full-time,Data Scientist,37440,EUR,40423,Latvia,In-person,Latvia,M
2023,Senior,Full-time,Data Modeler,140000,USD,140000,United States,In-person,United States,M
2023,Senior,Full-time,Data Modeler,100000,USD,100000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analytics Manager,125000,USD,125000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analytics Manager,120000,USD,120000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,120000,USD,120000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,135000,USD,135000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,90000,USD,90000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,223602,USD,223602,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,143520,USD,143520,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,162000,USD,162000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,99000,GBP,121809,United Kingdom,Remote,United Kingdom,M
2023,Senior,Full-time,Data Engineer,68000,GBP,83667,United Kingdom,Remote,United Kingdom,M
2023,Senior,Full-time,Data Analyst,120350,USD,120350,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,74400,USD,74400,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,185000,USD,185000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,123000,USD,123000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,140000,USD,140000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,90000,USD,90000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,154000,USD,154000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,103000,USD,103000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,90000,USD,90000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,80000,USD,80000,United States,Remote,United States,M
2023,Executive,Full-time,Data Manager,140000,USD,140000,United States,In-person,United States,M
2023,Executive,Full-time,Data Manager,100000,USD,100000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,170000,USD,170000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,100000,USD,100000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,115000,USD,115000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,296100,USD,296100,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,144500,USD,144500,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Engineer,220000,USD,220000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Engineer,187000,USD,187000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,118600,USD,118600,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,96800,USD,96800,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Scientist,100000,USD,100000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Analyst,142000,USD,142000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,128000,USD,128000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,210000,USD,210000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,165000,USD,165000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,250000,USD,250000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,190000,USD,190000,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,234900,USD,234900,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,68400,USD,68400,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,155000,USD,155000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,139000,USD,139000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,142000,USD,142000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,128000,USD,128000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,128000,USD,128000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,81500,USD,81500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,167500,USD,167500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,106500,USD,106500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,100000,USD,100000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,139600,USD,139600,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,85700,USD,85700,United States,In-person,United States,M
2020,Entry-level,Full-time,Azure Data Engineer,100000,USD,100000,Mauritius,In-person,Mauritius,S
2023,Senior,Full-time,Data Engineer,143000,USD,143000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,95000,USD,95000,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,130000,USD,130000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,238000,USD,238000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Scientist,156000,USD,156000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Analyst,145000,USD,145000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,106000,USD,106000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,269100,USD,269100,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,131300,USD,131300,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,60000,GBP,73824,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Engineer,50000,GBP,61520,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Analytics Manager,190000,USD,190000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analytics Manager,145000,USD,145000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,212800,USD,212800,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,111600,USD,111600,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,175000,USD,175000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,130000,USD,130000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,191765,USD,191765,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,134236,USD,134236,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,238000,USD,238000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Scientist,156000,USD,156000,Canada,Remote,Canada,M
2023,Senior,Full-time,Data Scientist,198800,USD,198800,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,90700,USD,90700,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Lead,130000,USD,130000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Lead,115000,USD,115000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,110000,USD,110000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,39000,EUR,42107,Germany,Hybrid,Germany,M
2023,Senior,Full-time,Data Architect,155000,USD,155000,United States,Remote,United States,M
2023,Senior,Full-time,Data Architect,135000,USD,135000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Manager,115500,USD,115500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Manager,73500,USD,73500,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,179000,USD,179000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,109000,USD,109000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,140000,USD,140000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,233300,USD,233300,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,155500,USD,155500,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,193000,USD,193000,United States,Remote,United States,M
2023,Senior,Full-time,Data Architect,110000,USD,110000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,117500,USD,117500,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,86720,USD,86720,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Analyst,167000,USD,167000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,150000,USD,150000,United States,In-person,United States,M
2023,Executive,Full-time,Data Analyst,90000,USD,90000,United States,Remote,United States,M
2023,Executive,Full-time,Data Analyst,70000,USD,70000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,212800,USD,212800,United States,Remote,United States,L
2023,Senior,Full-time,Data Scientist,111600,USD,111600,United States,Remote,United States,L
2023,Senior,Full-time,Data Architect,306000,USD,306000,United States,Remote,United States,M
2023,Senior,Full-time,Data Architect,204000,USD,204000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,165000,USD,165000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,116300,USD,116300,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,324000,USD,324000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,159000,USD,159000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,155000,USD,155000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,135000,USD,135000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,223250,USD,223250,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,156275,USD,156275,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,220000,USD,220000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,160000,USD,160000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,168000,USD,168000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,130000,USD,130000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,164000,USD,164000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,130000,USD,130000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Analyst,67500,USD,67500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,46500,USD,46500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,40000,EUR,43187,Poland,Remote,Poland,L
2023,Mid-level,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,78000,USD,78000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Manager,115500,USD,115500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Manager,73500,USD,73500,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,155000,USD,155000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,250000,USD,250000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,125000,USD,125000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,204000,USD,204000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,150000,USD,150000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,110000,USD,110000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,95000,USD,95000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,143000,USD,143000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,95000,USD,95000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,250000,USD,250000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,125000,USD,125000,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,110400,USD,110400,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,68000,USD,68000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,220000,USD,220000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,225000,USD,225000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,156400,USD,156400,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,297300,USD,297300,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,198200,USD,198200,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,168000,USD,168000,Canada,In-person,Canada,M
2023,Senior,Full-time,Data Analyst,112000,USD,112000,Canada,In-person,Canada,M
2023,Senior,Full-time,Data Scientist,253430,USD,253430,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,212780,USD,212780,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,193000,USD,193000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,134000,USD,134000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Developer,120681,USD,120681,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Developer,72409,USD,72409,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,254000,USD,254000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,200000,USD,200000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,272290,USD,272290,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,169374,USD,169374,United States,Remote,United States,M
2023,Senior,Full-time,Principal Data Scientist,195000,USD,195000,United States,Remote,United States,L
2023,Senior,Full-time,Data Scientist,204500,USD,204500,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,142200,USD,142200,United States,In-person,United States,M
2023,Mid-level,Full-time,Business Data Analyst,17000,USD,17000,Armenia,Remote,Russia,L
2023,Senior,Full-time,Data Engineer,181500,USD,181500,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,112200,USD,112200,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,180000,USD,180000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,162000,USD,162000,United States,In-person,United States,M
2023,Executive,Full-time,Head of Data,247500,USD,247500,United States,In-person,United States,M
2023,Executive,Full-time,Head of Data,172200,USD,172200,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,223290,USD,223290,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,131310,USD,131310,United States,In-person,United States,M
2020,Entry-level,Contract,Staff Data Analyst,60000,CAD,44753,Canada,Hybrid,Canada,L
2023,Senior,Full-time,Data Engineer,128750,USD,128750,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,86250,USD,86250,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,90000,GBP,110736,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Engineer,75000,GBP,92280,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Engineer,131000,USD,131000,Colombia,In-person,Colombia,M
2023,Mid-level,Full-time,Data Engineer,88000,USD,88000,Colombia,In-person,Colombia,M
2023,Senior,Full-time,Data Analyst,185100,USD,185100,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,133300,USD,133300,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,90000,USD,90000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,75000,USD,75000,United States,In-person,United States,M
2023,Entry-level,Full-time,Data Analyst,1700000,INR,20673,India,Hybrid,India,L
2023,Senior,Full-time,Data Analyst,60000,GBP,73824,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Analyst,50000,GBP,61520,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Manager,115500,USD,115500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Manager,73500,USD,73500,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Manager,80000,USD,80000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Manager,70000,USD,70000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,260000,USD,260000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,105000,USD,105000,United States,In-person,United States,M
2023,Senior,Full-time,Data Manager,80000,USD,80000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,204750,USD,204750,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,153550,USD,153550,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,150000,USD,150000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,120000,USD,120000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Engineer,110000,USD,110000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,200000,USD,200000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,141000,USD,141000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,230000,USD,230000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,175000,USD,175000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,175000,USD,175000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,135000,USD,135000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,100000,USD,100000,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,170000,USD,170000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Scientist,144500,USD,144500,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,170000,USD,170000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,100000,USD,100000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,106400,USD,106400,United States,In-person,United States,M
2023,Senior,Full-time,Data Analyst,81800,USD,81800,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Developer,130000,USD,130000,United States,Remote,United States,M
2023,Mid-level,Full-time,Data Developer,69139,USD,69139,United States,Remote,United States,M
2023,Senior,Full-time,Data Infrastructure Engineer,300105,USD,300105,United States,In-person,United States,M
2023,Senior,Full-time,Data Infrastructure Engineer,151090,USD,151090,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Scientist,65000,GBP,79976,United Kingdom,Remote,United Kingdom,M
2023,Mid-level,Full-time,Data Scientist,45000,GBP,55368,United Kingdom,Remote,United Kingdom,M
2023,Senior,Full-time,Data Engineer,129000,USD,129000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,110000,USD,110000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,210000,USD,210000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,108000,USD,108000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,80000,USD,80000,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,59500,USD,59500,United States,In-person,United States,M
2023,Senior,Full-time,Data Architect,215000,USD,215000,United States,Remote,United States,M
2023,Senior,Full-time,Data Architect,153000,USD,153000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,105000,USD,105000,United States,Remote,United States,M
2023,Senior,Full-time,Data Analyst,75000,USD,75000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,202000,USD,202000,United States,Remote,United States,M
2023,Senior,Full-time,Data Engineer,132000,USD,132000,United States,Remote,United States,M
2023,Senior,Full-time,Data Scientist,185900,USD,185900,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,129300,USD,129300,United States,In-person,United States,M
2023,Mid-level,Full-time,Data Analyst,60000,GBP,73824,United Kingdom,In-person,United Kingdom,M
2023,Mid-level,Full-time,Data Analyst,50000,GBP,61520,United Kingdom,In-person,United Kingdom,M
2023,Senior,Full-time,Data Scientist,316000,USD,316000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,202000,USD,202000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,180000,USD,180000,United States,In-person,United States,M
2023,Senior,Full-time,Data Engineer,162000,USD,162000,United States,In-person,United States,M
2023,Senior,Full-time,Data Scientist,140000,USD,140000,United States,In-person,United States,M
